2018-06-07 15:08:21,715 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=8ca80c33-53be-4d93-9949-3cd25c0ea182
2018-06-07 15:35:57,626 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in D:\Photon\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2018-06-07 15:35:57,638 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-06-07 15:35:57,653 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2018-06-07 15:35:57,708 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=365cc478-2166-4495-8caf-01765a7c71ff
2018-06-07 15:35:57,751 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=D:\Photon\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2018-06-07 15:35:57,768 [1] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2018-06-07 15:35:58,711 [10] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2018-06-07 15:35:58,722 [10] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-06-07 15:35:58,736 [10] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 192.168.0.107, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 365cc478-2166-4495-8caf-01765a7c71ff, Hostname localhost, IPv6Address 
2018-06-07 15:35:58,740 [9] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Lowest to Low with input 37
2018-06-07 15:35:58,768 [9] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Lowest, new=Low
2018-06-07 15:35:58,853 [10] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=365cc478-2166-4495-8caf-01765a7c71ff
2018-06-07 15:36:02,784 [9] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Low to Normal with input 52
2018-06-07 15:36:02,807 [9] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Low, new=Normal
2018-06-07 15:39:22,582 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=365cc478-2166-4495-8caf-01765a7c71ff
2018-06-07 15:39:22,598 [1] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2018-06-07 15:39:22,629 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=365cc478-2166-4495-8caf-01765a7c71ff
2018-06-07 15:39:22,629 [1] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2018-06-07 15:39:22,629 [12] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=2, reason=ManagedDisconnect, detail=), serverId=365cc478-2166-4495-8caf-01765a7c71ff
2018-06-07 15:40:08,918 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=ad3d1bdc-e760-4155-983a-506f14cc2b18
2018-06-07 15:40:09,309 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2018-06-07 15:40:09,309 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2018-06-07 15:40:09,324 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2018-06-07 15:40:09,621 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2018-06-07 15:40:09,637 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2018-06-07 15:40:09,637 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2018-06-07 15:40:09,652 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2018-06-07 15:40:09,652 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2018-06-07 15:40:09,668 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2018-06-07 15:40:09,668 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2018-06-07 15:40:09,684 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2018-06-07 15:40:09,684 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2018-06-07 15:40:09,699 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2018-06-07 15:40:09,699 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2018-06-07 15:40:09,715 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2018-06-07 15:40:09,715 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2018-06-07 15:40:09,731 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2018-06-07 15:40:09,746 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file D:\Photon\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (Файл 'D:\Photon\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config' не найден.)
2018-06-07 15:40:09,762 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in D:\Photon\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2018-06-07 15:40:09,762 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-06-07 15:40:09,777 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2018-06-07 15:40:09,887 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=ad3d1bdc-e760-4155-983a-506f14cc2b18
2018-06-07 15:40:09,918 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=D:\Photon\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2018-06-07 15:40:09,934 [1] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2018-06-07 15:40:10,902 [11] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Lowest to Low with input 49
2018-06-07 15:40:10,949 [11] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Lowest, new=Low
2018-06-07 15:40:11,934 [6] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Low to Normal with input 61
2018-06-07 15:40:12,012 [6] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Low, new=Normal
2018-06-07 15:40:12,965 [11] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Normal to High with input 70
2018-06-07 15:40:12,965 [11] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Normal, new=High
2018-06-07 15:40:13,652 [10] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2018-06-07 15:40:13,684 [10] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-06-07 15:40:13,699 [11] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 192.168.0.107, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID ad3d1bdc-e760-4155-983a-506f14cc2b18, Hostname localhost, IPv6Address 
2018-06-07 15:40:13,840 [6] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=ad3d1bdc-e760-4155-983a-506f14cc2b18
2018-06-07 15:41:20,915 [6] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from High to Normal with input 50
2018-06-07 15:41:20,962 [6] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=High, new=Normal
